vrsta,staniste,spol,ishrana,dob,zdravlje,duljina,sirina,duljina_repa,masa,brzina_plivanja
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,50,20.7,228,58.35,78.35
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,49,19.8,254,52.44,72.44
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,58.1,20.1,244,55.67,75.67
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,45.5,18.6,258,51.2,71.2
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,49.6,22.5,211,56.84,76.84
Sparus aurata,sredina,zenka,skoljkasi,odraslo,zdravo,55,18.4,239,43.74,63.74
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,44.4,20.8,237,54.54,74.54
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,61.6,14.8,236,58.25,78.25
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,51.5,16.9,190,51.84,71.84
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,53.9,16.1,210,48.96,68.96
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,50.2,19.2,221,60.41,80.41
Sparus aurata,sredina,zenka,skoljkasi,odraslo,zdravo,51.5,15.8,237,48.56,68.56
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,45.4,20.3,221,50.57,70.57
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,44.1,17.3,237,48.76,68.76
Sparus aurata,sredina,zenka,skoljkasi,odraslo,naruseno,46.9,23.5,219,62.84,82.84
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,37.2,18.6,221,48.17,68.17
Sparus aurata,sredina,zenka,skoljkasi,subadultno,naruseno,42.1,17.5,207,46.01,66.01
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,48.7,18,230,60.69,80.69
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,71.3,21.6,261,62.2,82.2
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,52.9,22.9,232,54.63,74.63
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,46.5,16.4,237,61.46,81.46
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,48.1,18.8,211,56.38,76.38
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,62,18.1,263,53.04,73.04
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,44.4,21.7,263,66.03,86.03
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,63.9,24.7,259,69.59,89.59
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,zdravo,50.7,17.7,236,48.06,68.06
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,zdravo,38.2,16.7,229,49.24,69.24
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,57.7,25.1,250,67.09,87.09
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,57.7,19.1,233,55.15,75.15
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,58.4,20,248,65.79,85.79
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,55.4,15.7,227,52.46,72.46
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,44.1,14.3,235,54,74
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,59.5,21.7,245,58.16,78.16
Sparus aurata,sredina,muzjak,skoljkasi,odraslo,naruseno,56.3,18,247,65.28,85.28
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,41.3,18.4,253,55.45,75.45
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,zdravo,62.8,15.7,238,48.13,68.13
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,51,20,250,55.39,75.39
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,51.5,16.6,224,57.73,77.73
Sparus aurata,sredina,muzjak,skoljkasi,subadultno,naruseno,55.9,16.3,227,55.27,75.27
Sparus aurata,sredina,zenka,kril,subadultno,naruseno,28.2,14.4,177,43.12,63.12
Sparus aurata,sredina,zenka,kril,subadultno,naruseno,31.3,20.5,166,43.47,63.47
Sparus aurata,sredina,zenka,kril,odraslo,zdravo,27.3,19.1,196,42.17,62.17
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,31.2,16.2,185,39.72,59.72
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,32.9,13.9,188,47.5,67.5
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,27.8,17.1,185,38.45,58.45
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,27.9,14.4,186,39.96,59.96
Sparus aurata,sredina,zenka,kril,subadultno,pothranjeno,29.8,15,183,36.29,56.29
Sparus aurata,sredina,zenka,kril,subadultno,pothranjeno,25.2,20.4,167,34.92,54.92
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,28.1,16.2,173,37.15,57.15
Sparus aurata,sredina,zenka,kril,odraslo,zdravo,27,19.1,183,45.51,65.51
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,25.3,18.1,171,38.24,58.24
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,24.1,16.7,159,41.76,61.76
Sparus aurata,sredina,zenka,kril,odraslo,zdravo,25.2,21.7,191,44.76,64.76
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,26.2,15.5,177,40.28,60.28
Sparus aurata,sredina,zenka,kril,odraslo,naruseno,18,18.1,183,57.31,77.31
Sparus aurata,sredina,zenka,kril,subadultno,pothranjeno,27.9,16.2,177,35.62,55.62
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,30.2,15.4,184,37.61,57.61
Sparus aurata,sredina,zenka,kril,subadultno,naruseno,27.7,15.2,185,43.06,63.06
Sparus aurata,sredina,zenka,kril,odraslo,naruseno,34.5,19.1,207,50.13,70.13
Sparus aurata,sredina,zenka,kril,odraslo,zdravo,27.4,21.7,192,44.68,64.68
Sparus aurata,sredina,zenka,kril,subadultno,pothranjeno,26,14.6,171,33.72,53.72
Sparus aurata,sredina,zenka,kril,subadultno,pothranjeno,24.6,16.6,175,34.15,54.15
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,38.4,18.5,170,37.77,57.77
Sparus aurata,sredina,zenka,kril,subadultno,zdravo,13.6,21,196,37.78,57.78
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,38.9,21.9,195,39.94,59.94
Sparus aurata,sredina,muzjak,kril,subadultno,pothranjeno,27.2,16.9,218,44.57,64.57
Sparus aurata,sredina,muzjak,kril,subadultno,naruseno,30.1,19.7,199,56.56,76.56
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,33.3,19.9,232,50.86,70.86
Sparus aurata,sredina,muzjak,kril,odraslo,naruseno,32.1,24,212,61.22,81.22
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,30.2,18.1,233,47.37,67.37
Sparus aurata,sredina,muzjak,kril,subadultno,pothranjeno,38.8,18.2,181,41.1,61.1
Sparus aurata,sredina,muzjak,kril,odraslo,zdravo,34.5,16,208,58.13,78.13
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,27.2,19.4,189,46.72,66.72
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,40.4,16.4,188,46.62,66.62
Sparus aurata,sredina,muzjak,kril,subadultno,pothranjeno,29,16.9,206,39.61,59.61
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,26.1,23.3,187,47.64,67.64
Sparus aurata,sredina,muzjak,kril,subadultno,pothranjeno,26.6,17.9,189,43.23,63.23
Sparus aurata,sredina,muzjak,kril,subadultno,pothranjeno,28.7,16.9,209,44.89,64.89
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,24.6,18.3,192,48.97,68.97
Sparus aurata,sredina,muzjak,kril,odraslo,zdravo,32.3,20.4,214,54.65,74.65
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,36.6,20.5,215,49.73,69.73
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,31.2,17.7,227,40.85,60.85
Sparus aurata,sredina,muzjak,kril,subadultno,naruseno,25.3,17.7,208,52.7,72.7
Sparus aurata,sredina,muzjak,kril,odraslo,naruseno,35.9,20,218,63.05,83.05
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,29.6,21.4,189,44.84,64.84
Sparus aurata,sredina,muzjak,kril,odraslo,pothranjeno,27.8,17.8,199,50.71,70.71
Sparus aurata,sredina,muzjak,kril,odraslo,zdravo,38.5,22,228,54.93,74.93
Sparus aurata,sredina,muzjak,kril,subadultno,naruseno,24.9,21.2,208,51.16,71.16
Sparus aurata,sredina,muzjak,kril,subadultno,zdravo,31.9,17,185,48.81,68.81
Sparus aurata,sredina,muzjak,kril,odraslo,zdravo,30.6,20.3,216,55.39,75.39
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,25.5,12.4,173,31.82,51.82
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,36.1,18.2,150,30.68,50.68
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,38.5,14.3,167,30.75,50.75
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,28,18.2,187,30.07,50.07
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,30.6,12.8,185,29.23,49.23
Sparus aurata,sredina,zenka,rakovi,juvenilno,pothranjeno,26.9,16.9,178,27.3,47.3
Sparus aurata,sredina,zenka,rakovi,juvenilno,pothranjeno,23.7,17.7,188,27.65,47.65
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,24.4,17.5,167,29.23,49.23
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,24.5,15.8,169,29.76,49.76
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,36.2,17,167,28.06,48.06
Sparus aurata,sredina,zenka,rakovi,juvenilno,pothranjeno,32.2,15.9,176,27.92,47.92
Sparus aurata,sredina,zenka,rakovi,juvenilno,zdravo,25.2,12.9,199,29.27,49.27
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,28,16.4,189,36.82,56.82
Sparus aurata,sredina,muzjak,rakovi,juvenilno,pothranjeno,22.8,13.2,174,33.84,53.84
Sparus aurata,sredina,muzjak,rakovi,juvenilno,naruseno,32.8,14.7,177,40.5,60.5
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,21.7,19.8,187,34.97,54.97
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,38.5,12.7,194,35.8,55.8
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,34.6,17.5,181,35.96,55.96
Sparus aurata,sredina,muzjak,rakovi,juvenilno,pothranjeno,34.4,14.2,196,31.88,51.88
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,30.7,15.7,187,37.6,57.6
Sparus aurata,sredina,muzjak,rakovi,juvenilno,naruseno,39.9,12,188,38.14,58.14
Sparus aurata,sredina,muzjak,rakovi,juvenilno,pothranjeno,37.5,15.2,187,33.4,53.4
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,21.8,18.6,167,35.63,55.63
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,37.4,15,165,34.02,54.02
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,35.4,19,199,36.73,56.73
Sparus aurata,sredina,muzjak,rakovi,juvenilno,naruseno,30.9,15.7,187,41.2,61.2
Sparus aurata,sredina,muzjak,rakovi,juvenilno,naruseno,32.4,11.1,166,40.05,60.05
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,35.1,16.3,190,35.73,55.73
Sparus aurata,sredina,muzjak,rakovi,juvenilno,zdravo,43.1,16.2,177,37.4,57.4
Sparus aurata,sredina,muzjak,rakovi,juvenilno,pothranjeno,29.2,12.3,191,32.2,52.2
Sparus aurata,sredina,zenka,lignje,odraslo,zdravo,39.4,18,226,48.64,68.64
Sparus aurata,sredina,zenka,lignje,subadultno,zdravo,36.6,16.3,216,42.49,62.49
Sparus aurata,sredina,zenka,lignje,subadultno,zdravo,27.5,15.3,198,40.36,60.36
Sparus aurata,sredina,muzjak,lignje,odraslo,pothranjeno,46,20,238,50.8,70.8
Sparus aurata,sredina,muzjak,lignje,odraslo,zdravo,48.2,17.5,232,57.73,77.73
Sparus aurata,sredina,muzjak,lignje,subadultno,zdravo,36.3,16.6,255,46.88,66.88
